Solution ID;Rank;Feasible;Single Objective;Best Iteration;Objective 1;Variable 1;Variable 2;Variable 3;Variable 4;Variable 5;Variable 6;Variable 7;Variable 8;Variable 9;Variable 10;Variable 11;Variable 12;Variable 13;Variable 14;Variable 15;Variable 16;Variable 17;Variable 18;Variable 19;Variable 20;Variable 21;Variable 22;Variable 23;Variable 24;Variable 25;Variable 26;Variable 27;Variable 28;Variable 29;Variable 30;Variable 31;Variable 32;Variable 33;Variable 34;Variable 35;Variable 36;Variable 37;Variable 38;Variable 39;Variable 40;Variable 41;Variable 42;Variable 43;Variable 44;Variable 45;Variable 46;Variable 47;Variable 48;Variable 49;Variable 50;Variable 51;Variable 52;Variable 53;Variable 54;Variable 55;Variable 56;Variable 57;Variable 58;Variable 59;Variable 60;Variable 61;Variable 62;Variable 63;Variable 64;Variable 65;Variable 66;Variable 67;Variable 68;PM;
5194;525;1;215;3566;215.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;41.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;-9.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;1.000000;21.000000;11.000000;21.000000;11.000000;11.000000;21.000000;21.000000;21.000000;51.000000;31.000000;21.000000;31.000000;31.000000;41.000000;215.000000;
5195;1360;1;295;3566;295.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;41.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;81.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;81.000000;1.000000;-9.000000;1.000000;21.000000;11.000000;21.000000;11.000000;11.000000;21.000000;21.000000;21.000000;51.000000;31.000000;21.000000;31.000000;31.000000;41.000000;295.000000;
5196;1806;1;420;3566;420.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;41.000000;21.000000;31.000000;11.000000;21.000000;11.000000;11.000000;1.000000;21.000000;1.000000;11.000000;21.000000;1.000000;1.000000;21.000000;11.000000;21.000000;1.000000;1.000000;11.000000;21.000000;11.000000;11.000000;11.000000;11.000000;21.000000;11.000000;31.000000;21.000000;11.000000;31.000000;1.000000;1.000000;11.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;21.000000;1.000000;1.000000;1.000000;21.000000;-9.000000;1.000000;21.000000;1.000000;21.000000;11.000000;21.000000;21.000000;21.000000;21.000000;51.000000;31.000000;31.000000;41.000000;31.000000;41.000000;420.000000;
5197;1967;1;465;3566;465.000000;1.000000;1.000000;1.000000;1.000000;11.000000;31.000000;1.000000;61.000000;21.000000;11.000000;21.000000;21.000000;21.000000;1.000000;11.000000;11.000000;11.000000;31.000000;21.000000;1.000000;21.000000;11.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;31.000000;21.000000;11.000000;11.000000;41.000000;21.000000;21.000000;31.000000;21.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;21.000000;1.000000;11.000000;1.000000;1.000000;1.000000;21.000000;1.000000;-9.000000;11.000000;21.000000;11.000000;21.000000;21.000000;1.000000;41.000000;31.000000;11.000000;41.000000;31.000000;41.000000;31.000000;31.000000;31.000000;465.000000;
5198;2150;1;510;3566;510.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;41.000000;41.000000;11.000000;11.000000;21.000000;1.000000;1.000000;1.000000;31.000000;1.000000;21.000000;21.000000;1.000000;1.000000;31.000000;1.000000;11.000000;11.000000;21.000000;11.000000;31.000000;11.000000;11.000000;11.000000;11.000000;41.000000;11.000000;1.000000;11.000000;1.000000;21.000000;1.000000;11.000000;21.000000;1.000000;41.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;21.000000;1.000000;21.000000;-9.000000;11.000000;31.000000;21.000000;21.000000;21.000000;31.000000;21.000000;41.000000;21.000000;51.000000;41.000000;21.000000;31.000000;21.000000;41.000000;510.000000;
5199;1587;1;355;3566;355.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;1.000000;41.000000;21.000000;11.000000;11.000000;11.000000;11.000000;1.000000;1.000000;11.000000;1.000000;21.000000;11.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;1.000000;11.000000;11.000000;21.000000;21.000000;11.000000;11.000000;21.000000;11.000000;11.000000;31.000000;1.000000;21.000000;11.000000;1.000000;11.000000;11.000000;1.000000;1.000000;21.000000;1.000000;11.000000;21.000000;1.000000;1.000000;-9.000000;21.000000;1.000000;1.000000;21.000000;1.000000;21.000000;11.000000;21.000000;31.000000;21.000000;21.000000;51.000000;31.000000;41.000000;41.000000;41.000000;41.000000;355.000000;
5200;2055;1;485;3566;485.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;1.000000;61.000000;21.000000;11.000000;21.000000;11.000000;41.000000;11.000000;21.000000;1.000000;1.000000;11.000000;21.000000;11.000000;11.000000;11.000000;1.000000;1.000000;1.000000;11.000000;21.000000;11.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;31.000000;11.000000;41.000000;21.000000;21.000000;11.000000;11.000000;1.000000;21.000000;11.000000;11.000000;1.000000;31.000000;11.000000;11.000000;1.000000;11.000000;1.000000;-9.000000;1.000000;21.000000;11.000000;11.000000;21.000000;11.000000;31.000000;31.000000;11.000000;31.000000;21.000000;21.000000;31.000000;31.000000;31.000000;485.000000;
5201;2276;1;555;3566;555.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;21.000000;51.000000;21.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;31.000000;21.000000;31.000000;31.000000;31.000000;1.000000;11.000000;21.000000;1.000000;1.000000;41.000000;11.000000;11.000000;11.000000;11.000000;31.000000;11.000000;1.000000;11.000000;1.000000;31.000000;1.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;21.000000;-9.000000;11.000000;1.000000;11.000000;21.000000;21.000000;21.000000;11.000000;11.000000;21.000000;41.000000;21.000000;51.000000;31.000000;21.000000;31.000000;21.000000;31.000000;555.000000;
5202;2855;1;1445;3566;1445.000000;1.000000;1.000000;1.000000;1.000000;41.000000;71.000000;1.000000;71.000000;11.000000;71.000000;51.000000;61.000000;21.000000;41.000000;41.000000;71.000000;51.000000;71.000000;41.000000;21.000000;31.000000;41.000000;61.000000;51.000000;51.000000;1.000000;71.000000;51.000000;41.000000;61.000000;21.000000;21.000000;31.000000;21.000000;61.000000;61.000000;61.000000;61.000000;21.000000;61.000000;11.000000;41.000000;21.000000;31.000000;71.000000;21.000000;41.000000;51.000000;11.000000;21.000000;31.000000;51.000000;41.000000;11.000000;31.000000;1.000000;11.000000;21.000000;41.000000;41.000000;11.000000;-9.000000;-9.000000;31.000000;71.000000;81.000000;51.000000;41.000000;1445.000000;
5203;2554;1;1250;3566;1250.000000;1.000000;1.000000;1.000000;1.000000;31.000000;51.000000;1.000000;71.000000;31.000000;61.000000;41.000000;81.000000;1.000000;21.000000;21.000000;71.000000;51.000000;71.000000;51.000000;21.000000;31.000000;61.000000;51.000000;81.000000;51.000000;21.000000;71.000000;61.000000;41.000000;51.000000;21.000000;21.000000;61.000000;21.000000;41.000000;41.000000;31.000000;51.000000;11.000000;51.000000;21.000000;31.000000;31.000000;31.000000;61.000000;21.000000;41.000000;41.000000;1.000000;41.000000;1.000000;71.000000;31.000000;11.000000;31.000000;11.000000;21.000000;21.000000;51.000000;41.000000;-9.000000;1.000000;-9.000000;51.000000;71.000000;61.000000;51.000000;41.000000;1250.000000;
5204;2637;1;1340;3566;1340.000000;1.000000;1.000000;1.000000;1.000000;31.000000;71.000000;11.000000;71.000000;21.000000;51.000000;51.000000;41.000000;51.000000;41.000000;51.000000;41.000000;61.000000;71.000000;41.000000;71.000000;71.000000;21.000000;1.000000;1.000000;71.000000;51.000000;81.000000;21.000000;1.000000;41.000000;51.000000;1.000000;11.000000;71.000000;21.000000;31.000000;61.000000;21.000000;31.000000;21.000000;1.000000;-9.000000;61.000000;31.000000;61.000000;11.000000;61.000000;21.000000;11.000000;21.000000;71.000000;11.000000;31.000000;21.000000;21.000000;21.000000;11.000000;51.000000;1.000000;61.000000;51.000000;11.000000;1.000000;21.000000;61.000000;31.000000;-9.000000;11.000000;1340.000000;
5205;2451;1;750;3566;750.000000;1.000000;1.000000;1.000000;1.000000;21.000000;41.000000;11.000000;61.000000;31.000000;31.000000;31.000000;41.000000;21.000000;21.000000;21.000000;31.000000;31.000000;41.000000;31.000000;31.000000;31.000000;31.000000;21.000000;21.000000;41.000000;21.000000;41.000000;31.000000;21.000000;31.000000;31.000000;11.000000;31.000000;21.000000;31.000000;21.000000;31.000000;31.000000;11.000000;21.000000;11.000000;11.000000;31.000000;21.000000;31.000000;11.000000;31.000000;21.000000;1.000000;21.000000;11.000000;21.000000;11.000000;11.000000;21.000000;11.000000;21.000000;31.000000;31.000000;31.000000;31.000000;11.000000;31.000000;31.000000;41.000000;41.000000;21.000000;31.000000;750.000000;
5206;5021;1;1845;3566;1845.000000;1.000000;1.000000;1.000000;1.000000;21.000000;11.000000;71.000000;31.000000;21.000000;41.000000;81.000000;31.000000;31.000000;71.000000;31.000000;61.000000;11.000000;51.000000;81.000000;61.000000;31.000000;1.000000;1.000000;51.000000;61.000000;51.000000;1.000000;1.000000;-9.000000;1.000000;71.000000;71.000000;81.000000;-9.000000;41.000000;71.000000;21.000000;-9.000000;31.000000;31.000000;21.000000;71.000000;71.000000;51.000000;1.000000;71.000000;71.000000;81.000000;71.000000;71.000000;61.000000;51.000000;61.000000;11.000000;41.000000;61.000000;1.000000;61.000000;51.000000;61.000000;51.000000;71.000000;51.000000;81.000000;11.000000;31.000000;51.000000;71.000000;1845.000000;
5207;3822;1;1645;3566;1645.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;71.000000;11.000000;11.000000;1.000000;1.000000;71.000000;71.000000;31.000000;21.000000;21.000000;51.000000;71.000000;31.000000;1.000000;21.000000;41.000000;71.000000;31.000000;41.000000;81.000000;-9.000000;51.000000;61.000000;21.000000;41.000000;-9.000000;21.000000;61.000000;41.000000;81.000000;41.000000;61.000000;21.000000;1.000000;51.000000;11.000000;71.000000;31.000000;41.000000;1.000000;81.000000;21.000000;31.000000;71.000000;71.000000;81.000000;11.000000;71.000000;-9.000000;1.000000;61.000000;51.000000;81.000000;51.000000;21.000000;51.000000;51.000000;-9.000000;71.000000;51.000000;61.000000;11.000000;1645.000000;
5208;3043;1;1500;3566;1500.000000;1.000000;1.000000;1.000000;1.000000;41.000000;81.000000;61.000000;31.000000;61.000000;31.000000;-9.000000;1.000000;-9.000000;-9.000000;21.000000;81.000000;71.000000;11.000000;31.000000;-9.000000;81.000000;61.000000;21.000000;21.000000;61.000000;1.000000;81.000000;31.000000;71.000000;71.000000;-9.000000;61.000000;41.000000;-9.000000;1.000000;-9.000000;51.000000;21.000000;61.000000;61.000000;31.000000;81.000000;81.000000;11.000000;51.000000;31.000000;21.000000;1.000000;31.000000;1.000000;1.000000;1.000000;61.000000;11.000000;21.000000;51.000000;-9.000000;61.000000;81.000000;61.000000;51.000000;1.000000;21.000000;71.000000;61.000000;-9.000000;51.000000;61.000000;1500.000000;
5209;5336;1;1970;3566;1970.000000;1.000000;1.000000;1.000000;1.000000;41.000000;21.000000;71.000000;31.000000;11.000000;61.000000;1.000000;21.000000;61.000000;-9.000000;21.000000;21.000000;-9.000000;1.000000;11.000000;81.000000;61.000000;41.000000;31.000000;41.000000;71.000000;11.000000;81.000000;41.000000;71.000000;11.000000;71.000000;51.000000;41.000000;81.000000;-9.000000;31.000000;61.000000;71.000000;71.000000;71.000000;31.000000;41.000000;-9.000000;81.000000;31.000000;41.000000;71.000000;71.000000;61.000000;31.000000;81.000000;61.000000;21.000000;61.000000;61.000000;71.000000;71.000000;21.000000;11.000000;1.000000;81.000000;21.000000;41.000000;1.000000;1.000000;51.000000;21.000000;41.000000;1970.000000;
5210;4450;1;1740;3566;1740.000000;1.000000;1.000000;1.000000;1.000000;1.000000;81.000000;41.000000;51.000000;21.000000;31.000000;41.000000;61.000000;11.000000;51.000000;11.000000;61.000000;21.000000;1.000000;71.000000;51.000000;51.000000;41.000000;-9.000000;81.000000;71.000000;21.000000;71.000000;61.000000;71.000000;61.000000;21.000000;81.000000;71.000000;1.000000;81.000000;31.000000;31.000000;41.000000;1.000000;71.000000;11.000000;41.000000;-9.000000;11.000000;61.000000;41.000000;61.000000;21.000000;1.000000;71.000000;71.000000;81.000000;51.000000;-9.000000;1.000000;-9.000000;71.000000;51.000000;71.000000;1.000000;31.000000;61.000000;31.000000;31.000000;51.000000;1.000000;-9.000000;1.000000;1740.000000;
5211;4656;1;1775;3566;1775.000000;1.000000;1.000000;1.000000;1.000000;21.000000;61.000000;1.000000;21.000000;81.000000;-9.000000;61.000000;11.000000;41.000000;41.000000;-9.000000;31.000000;31.000000;71.000000;71.000000;11.000000;71.000000;71.000000;61.000000;61.000000;1.000000;71.000000;1.000000;81.000000;31.000000;31.000000;71.000000;71.000000;-9.000000;51.000000;71.000000;51.000000;21.000000;51.000000;11.000000;61.000000;51.000000;11.000000;71.000000;71.000000;21.000000;11.000000;51.000000;41.000000;1.000000;1.000000;61.000000;71.000000;81.000000;1.000000;1.000000;41.000000;41.000000;11.000000;41.000000;81.000000;71.000000;71.000000;21.000000;81.000000;21.000000;71.000000;1.000000;81.000000;1775.000000;
5212;4570;1;1760;3566;1760.000000;1.000000;1.000000;1.000000;1.000000;1.000000;61.000000;61.000000;51.000000;61.000000;81.000000;81.000000;51.000000;1.000000;41.000000;-9.000000;41.000000;1.000000;41.000000;31.000000;51.000000;71.000000;11.000000;71.000000;61.000000;1.000000;71.000000;61.000000;21.000000;71.000000;21.000000;51.000000;-9.000000;1.000000;71.000000;41.000000;31.000000;71.000000;21.000000;31.000000;81.000000;31.000000;41.000000;71.000000;-9.000000;71.000000;11.000000;81.000000;51.000000;61.000000;-9.000000;1.000000;21.000000;81.000000;41.000000;81.000000;71.000000;-9.000000;41.000000;71.000000;11.000000;51.000000;-9.000000;21.000000;21.000000;11.000000;11.000000;71.000000;41.000000;1760.000000;
5213;4598;1;1765;3566;1765.000000;1.000000;1.000000;1.000000;1.000000;61.000000;31.000000;1.000000;41.000000;31.000000;71.000000;-9.000000;31.000000;41.000000;51.000000;71.000000;11.000000;71.000000;71.000000;71.000000;21.000000;41.000000;21.000000;11.000000;61.000000;11.000000;61.000000;71.000000;-9.000000;81.000000;71.000000;21.000000;71.000000;81.000000;11.000000;21.000000;11.000000;-9.000000;1.000000;71.000000;41.000000;71.000000;71.000000;1.000000;11.000000;61.000000;1.000000;21.000000;81.000000;11.000000;41.000000;41.000000;71.000000;31.000000;51.000000;41.000000;81.000000;1.000000;81.000000;61.000000;51.000000;41.000000;31.000000;1.000000;11.000000;-9.000000;61.000000;41.000000;71.000000;1765.000000;
5214;3910;1;1660;3566;1660.000000;1.000000;1.000000;1.000000;1.000000;51.000000;31.000000;61.000000;31.000000;61.000000;61.000000;31.000000;81.000000;51.000000;81.000000;61.000000;11.000000;31.000000;-9.000000;61.000000;61.000000;51.000000;61.000000;11.000000;11.000000;21.000000;21.000000;21.000000;11.000000;21.000000;51.000000;21.000000;31.000000;1.000000;81.000000;11.000000;21.000000;31.000000;81.000000;31.000000;11.000000;1.000000;31.000000;61.000000;11.000000;71.000000;31.000000;11.000000;1.000000;11.000000;71.000000;21.000000;71.000000;11.000000;51.000000;11.000000;71.000000;1.000000;71.000000;-9.000000;11.000000;1.000000;21.000000;31.000000;81.000000;41.000000;51.000000;21.000000;-9.000000;1660.000000;
5215;4304;1;1715;3566;1715.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;81.000000;11.000000;71.000000;61.000000;21.000000;61.000000;1.000000;51.000000;21.000000;81.000000;71.000000;61.000000;21.000000;51.000000;21.000000;-9.000000;61.000000;31.000000;71.000000;11.000000;51.000000;71.000000;81.000000;41.000000;71.000000;21.000000;11.000000;41.000000;71.000000;31.000000;31.000000;1.000000;81.000000;21.000000;1.000000;51.000000;-9.000000;31.000000;81.000000;21.000000;1.000000;71.000000;51.000000;61.000000;31.000000;61.000000;41.000000;1.000000;21.000000;1.000000;51.000000;71.000000;41.000000;11.000000;1.000000;31.000000;81.000000;51.000000;-9.000000;81.000000;21.000000;51.000000;1715.000000;
5216;398;1;210;3566;210.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;41.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;1.000000;21.000000;11.000000;21.000000;11.000000;11.000000;21.000000;21.000000;21.000000;51.000000;31.000000;21.000000;31.000000;31.000000;41.000000;210.000000;
5217;1633;1;370;3566;370.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;1.000000;41.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;-9.000000;1.000000;-9.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;-9.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;1.000000;21.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;-9.000000;1.000000;21.000000;21.000000;21.000000;11.000000;1.000000;21.000000;21.000000;21.000000;51.000000;31.000000;21.000000;31.000000;31.000000;41.000000;370.000000;
5218;1562;1;350;3566;350.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;1.000000;41.000000;21.000000;11.000000;11.000000;11.000000;11.000000;1.000000;1.000000;11.000000;1.000000;21.000000;11.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;1.000000;11.000000;11.000000;21.000000;21.000000;11.000000;11.000000;21.000000;11.000000;11.000000;31.000000;1.000000;21.000000;11.000000;1.000000;11.000000;11.000000;1.000000;1.000000;21.000000;1.000000;11.000000;11.000000;1.000000;1.000000;-9.000000;21.000000;1.000000;1.000000;21.000000;1.000000;21.000000;11.000000;21.000000;31.000000;21.000000;21.000000;51.000000;31.000000;41.000000;41.000000;41.000000;41.000000;350.000000;
5219;1399;1;305;3566;305.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;41.000000;21.000000;11.000000;11.000000;11.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;11.000000;11.000000;31.000000;1.000000;21.000000;1.000000;1.000000;11.000000;11.000000;1.000000;1.000000;21.000000;1.000000;11.000000;1.000000;1.000000;1.000000;-9.000000;21.000000;1.000000;1.000000;21.000000;11.000000;21.000000;11.000000;21.000000;31.000000;21.000000;21.000000;51.000000;31.000000;21.000000;31.000000;41.000000;41.000000;305.000000;
5220;1223;1;270;3566;270.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;41.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;21.000000;11.000000;1.000000;1.000000;11.000000;1.000000;11.000000;1.000000;1.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;1.000000;21.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;21.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;1.000000;21.000000;1.000000;21.000000;11.000000;11.000000;21.000000;21.000000;21.000000;51.000000;31.000000;41.000000;41.000000;31.000000;41.000000;270.000000;
5221;1400;1;305;3566;305.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;41.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;1.000000;21.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;-9.000000;1.000000;1.000000;-9.000000;1.000000;1.000000;11.000000;-9.000000;-9.000000;1.000000;21.000000;21.000000;21.000000;11.000000;11.000000;21.000000;21.000000;21.000000;51.000000;31.000000;11.000000;31.000000;31.000000;41.000000;305.000000;
5222;1021;1;245;3566;245.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;41.000000;21.000000;11.000000;11.000000;1.000000;21.000000;1.000000;11.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;21.000000;1.000000;1.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;1.000000;21.000000;11.000000;21.000000;11.000000;11.000000;21.000000;21.000000;21.000000;51.000000;31.000000;21.000000;31.000000;31.000000;41.000000;245.000000;
5223;1062;1;250;3566;250.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;41.000000;21.000000;11.000000;11.000000;11.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;11.000000;1.000000;1.000000;21.000000;1.000000;1.000000;1.000000;11.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;1.000000;1.000000;-9.000000;1.000000;21.000000;11.000000;21.000000;11.000000;11.000000;21.000000;21.000000;21.000000;51.000000;31.000000;21.000000;31.000000;31.000000;41.000000;250.000000;
5224;1063;1;250;3566;250.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;11.000000;41.000000;21.000000;11.000000;11.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;21.000000;11.000000;11.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;1.000000;21.000000;1.000000;1.000000;11.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;-9.000000;1.000000;21.000000;11.000000;21.000000;11.000000;11.000000;21.000000;31.000000;21.000000;51.000000;31.000000;21.000000;31.000000;31.000000;41.000000;250.000000;
5225;1588;1;355;3566;355.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;1.000000;41.000000;21.000000;11.000000;11.000000;11.000000;21.000000;1.000000;11.000000;11.000000;1.000000;21.000000;11.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;1.000000;11.000000;11.000000;21.000000;21.000000;11.000000;11.000000;21.000000;11.000000;21.000000;31.000000;11.000000;21.000000;11.000000;1.000000;11.000000;11.000000;1.000000;1.000000;21.000000;1.000000;11.000000;21.000000;1.000000;1.000000;-9.000000;21.000000;1.000000;1.000000;21.000000;1.000000;21.000000;11.000000;21.000000;31.000000;21.000000;21.000000;51.000000;31.000000;41.000000;41.000000;41.000000;41.000000;355.000000;
5226;1589;1;355;3566;355.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;1.000000;41.000000;21.000000;11.000000;11.000000;11.000000;11.000000;1.000000;1.000000;21.000000;1.000000;21.000000;11.000000;1.000000;1.000000;21.000000;11.000000;11.000000;11.000000;1.000000;11.000000;11.000000;21.000000;21.000000;11.000000;11.000000;31.000000;11.000000;11.000000;21.000000;1.000000;21.000000;11.000000;1.000000;11.000000;11.000000;1.000000;1.000000;11.000000;1.000000;11.000000;11.000000;1.000000;1.000000;-9.000000;21.000000;1.000000;1.000000;21.000000;11.000000;21.000000;11.000000;21.000000;31.000000;21.000000;21.000000;51.000000;31.000000;41.000000;41.000000;31.000000;41.000000;355.000000;
5227;1680;1;385;3566;385.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;11.000000;41.000000;21.000000;11.000000;11.000000;11.000000;11.000000;1.000000;1.000000;11.000000;1.000000;21.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;1.000000;11.000000;21.000000;21.000000;21.000000;11.000000;11.000000;21.000000;11.000000;11.000000;21.000000;1.000000;21.000000;11.000000;1.000000;11.000000;11.000000;1.000000;1.000000;11.000000;1.000000;11.000000;21.000000;1.000000;1.000000;-9.000000;21.000000;1.000000;1.000000;21.000000;11.000000;21.000000;11.000000;21.000000;31.000000;31.000000;21.000000;51.000000;31.000000;41.000000;41.000000;41.000000;41.000000;385.000000;
5228;1992;1;470;3566;470.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;1.000000;51.000000;31.000000;11.000000;21.000000;11.000000;31.000000;11.000000;21.000000;1.000000;1.000000;11.000000;21.000000;11.000000;11.000000;11.000000;1.000000;1.000000;1.000000;11.000000;21.000000;21.000000;11.000000;11.000000;21.000000;11.000000;21.000000;11.000000;21.000000;11.000000;41.000000;21.000000;11.000000;11.000000;11.000000;1.000000;31.000000;11.000000;11.000000;1.000000;21.000000;11.000000;11.000000;11.000000;11.000000;1.000000;-9.000000;1.000000;21.000000;11.000000;11.000000;21.000000;21.000000;31.000000;31.000000;11.000000;31.000000;31.000000;21.000000;31.000000;31.000000;31.000000;470.000000;
5229;2029;1;480;3566;480.000000;1.000000;1.000000;1.000000;1.000000;11.000000;11.000000;1.000000;61.000000;21.000000;11.000000;21.000000;11.000000;41.000000;11.000000;21.000000;1.000000;1.000000;11.000000;21.000000;21.000000;11.000000;11.000000;1.000000;1.000000;11.000000;11.000000;11.000000;11.000000;11.000000;11.000000;21.000000;11.000000;11.000000;11.000000;21.000000;11.000000;31.000000;21.000000;11.000000;11.000000;11.000000;1.000000;11.000000;11.000000;11.000000;1.000000;21.000000;11.000000;11.000000;1.000000;1.000000;1.000000;-9.000000;1.000000;21.000000;11.000000;11.000000;21.000000;11.000000;31.000000;31.000000;11.000000;41.000000;21.000000;21.000000;31.000000;31.000000;31.000000;480.000000;
